source_file_id,filename,device_id,parsed_start,parsed_end,raw_rows,imported_measurement_rows,detected_columns,radon_unit,environmental_columns_available,missing_values,duplicate_timestamps_within_file,nominal_sampling_interval_minutes,sampling_interval_distribution,irregular_intervals,overlap_duration_minutes,overlap_timestamp_count,warnings_errors
9,RadonEyePlus2_Salerno_2024_reconstructed.csv,N/A,2024-05-17T00:47:00+00:00,2024-07-25T10:40:00+00:00,1584,1583,"[""record_no"", ""datetime"", ""radon_bq_m3""]",Bq/m3,[],"{""radon_bq_m3"": 0, ""temperature_c"": 1583, ""humidity_percent"": 1583, ""pressure_hpa"": 1583}",0,60.0,"{""2.0"": 1, ""4.0"": 1, ""56.0"": 2, ""58.0"": 2, ""60.0"": 1551, ""119.0"": 1, ""120.0"": 14, ""240.0"": 3, ""360.0"": 2, ""600.0"": 2, ""660.0"": 1, ""720.0"": 1, ""840.0"": 1}",27,0.0,0,
