R_scenario,experiment,flags,forecast_mode,forecast_origin,horizon,source,status,target_timestamp
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T13:44:00+00:00,3h,,valid,2024-06-10T16:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T13:44:00+00:00,6h,,valid,2024-06-10T19:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T14:44:00+00:00,1h,,valid,2024-06-10T15:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T14:44:00+00:00,3h,,valid,2024-06-10T17:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T14:44:00+00:00,6h,,valid,2024-06-10T20:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T15:44:00+00:00,1h,,valid,2024-06-10T16:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T15:44:00+00:00,3h,,valid,2024-06-10T18:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T15:44:00+00:00,6h,,valid,2024-06-10T21:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T16:44:00+00:00,1h,,valid,2024-06-10T17:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T16:44:00+00:00,3h,,valid,2024-06-10T19:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T16:44:00+00:00,6h,,valid,2024-06-10T22:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T17:44:00+00:00,1h,,valid,2024-06-10T18:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T17:44:00+00:00,3h,,valid,2024-06-10T20:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T17:44:00+00:00,6h,,valid,2024-06-10T23:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T18:44:00+00:00,1h,,valid,2024-06-10T19:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T18:44:00+00:00,3h,,valid,2024-06-10T21:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T18:44:00+00:00,6h,,valid,2024-06-11T00:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T19:44:00+00:00,1h,,valid,2024-06-10T20:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T19:44:00+00:00,3h,,valid,2024-06-10T22:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T19:44:00+00:00,6h,,valid,2024-06-11T01:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T20:44:00+00:00,1h,,valid,2024-06-10T21:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T20:44:00+00:00,3h,,valid,2024-06-10T23:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T20:44:00+00:00,6h,,valid,2024-06-11T02:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T21:44:00+00:00,1h,,valid,2024-06-10T22:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T21:44:00+00:00,3h,,valid,2024-06-11T00:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T21:44:00+00:00,6h,,valid,2024-06-11T03:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T22:44:00+00:00,1h,,valid,2024-06-10T23:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T22:44:00+00:00,3h,,valid,2024-06-11T01:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T22:44:00+00:00,6h,,valid,2024-06-11T04:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T23:44:00+00:00,1h,,valid,2024-06-11T00:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T23:44:00+00:00,3h,,valid,2024-06-11T02:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-10T23:44:00+00:00,6h,,valid,2024-06-11T05:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T00:44:00+00:00,1h,,valid,2024-06-11T01:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T00:44:00+00:00,3h,,valid,2024-06-11T03:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T00:44:00+00:00,6h,,valid,2024-06-11T06:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T01:44:00+00:00,1h,,valid,2024-06-11T02:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T01:44:00+00:00,3h,,valid,2024-06-11T04:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T01:44:00+00:00,6h,,valid,2024-06-11T07:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T02:44:00+00:00,1h,,valid,2024-06-11T03:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T02:44:00+00:00,3h,,valid,2024-06-11T05:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T02:44:00+00:00,6h,,valid,2024-06-11T08:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T03:44:00+00:00,1h,,valid,2024-06-11T04:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T03:44:00+00:00,3h,,valid,2024-06-11T06:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T03:44:00+00:00,6h,,valid,2024-06-11T09:44:00+00:00
R_low,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F1_no_future_event_knowledge,2024-06-11T04:44:00+00:00,1h,,valid,2024-06-11T05:44:00+00:00
