R_scenario,experiment,flags,forecast_mode,forecast_origin,horizon,source,status,target_timestamp 
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T04:44:00+00:00,6h,,valid,2024-06-09T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T05:44:00+00:00,1h,,valid,2024-06-09T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T05:44:00+00:00,3h,,valid,2024-06-09T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T05:44:00+00:00,6h,,valid,2024-06-09T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T06:44:00+00:00,1h,,valid,2024-06-09T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T06:44:00+00:00,3h,,valid,2024-06-09T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T06:44:00+00:00,6h,,valid,2024-06-09T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T07:44:00+00:00,1h,,valid,2024-06-09T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T07:44:00+00:00,3h,,valid,2024-06-09T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T07:44:00+00:00,6h,,valid,2024-06-09T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T08:44:00+00:00,1h,,valid,2024-06-09T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T08:44:00+00:00,3h,,valid,2024-06-09T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T08:44:00+00:00,6h,,valid,2024-06-09T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T09:44:00+00:00,1h,,valid,2024-06-09T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T09:44:00+00:00,3h,,valid,2024-06-09T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T09:44:00+00:00,6h,,valid,2024-06-09T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T10:44:00+00:00,1h,,valid,2024-06-09T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T10:44:00+00:00,3h,,valid,2024-06-09T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T10:44:00+00:00,6h,,valid,2024-06-09T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T11:44:00+00:00,1h,,valid,2024-06-09T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T11:44:00+00:00,3h,,valid,2024-06-09T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T11:44:00+00:00,6h,,valid,2024-06-09T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T12:44:00+00:00,1h,,valid,2024-06-09T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T12:44:00+00:00,3h,,valid,2024-06-09T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T12:44:00+00:00,6h,,valid,2024-06-09T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T13:44:00+00:00,1h,,valid,2024-06-09T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T13:44:00+00:00,3h,,valid,2024-06-09T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T13:44:00+00:00,6h,,valid,2024-06-09T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T14:44:00+00:00,1h,,valid,2024-06-09T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T14:44:00+00:00,3h,,valid,2024-06-09T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T14:44:00+00:00,6h,,valid,2024-06-09T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T15:44:00+00:00,1h,,valid,2024-06-09T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T15:44:00+00:00,3h,,valid,2024-06-09T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T15:44:00+00:00,6h,,valid,2024-06-09T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T16:44:00+00:00,1h,,valid,2024-06-09T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T16:44:00+00:00,3h,,valid,2024-06-09T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T16:44:00+00:00,6h,,valid,2024-06-09T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T17:44:00+00:00,1h,,valid,2024-06-09T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T17:44:00+00:00,3h,,valid,2024-06-09T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T17:44:00+00:00,6h,,valid,2024-06-09T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T18:44:00+00:00,1h,,valid,2024-06-09T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T18:44:00+00:00,3h,,valid,2024-06-09T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T18:44:00+00:00,6h,,valid,2024-06-10T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T19:44:00+00:00,1h,,valid,2024-06-09T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T19:44:00+00:00,3h,,valid,2024-06-09T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T19:44:00+00:00,6h,,valid,2024-06-10T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T20:44:00+00:00,1h,,valid,2024-06-09T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T20:44:00+00:00,3h,,valid,2024-06-09T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T20:44:00+00:00,6h,,valid,2024-06-10T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T21:44:00+00:00,1h,,valid,2024-06-09T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T21:44:00+00:00,3h,,valid,2024-06-10T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T21:44:00+00:00,6h,,valid,2024-06-10T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T22:44:00+00:00,1h,,valid,2024-06-09T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T22:44:00+00:00,3h,,valid,2024-06-10T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T22:44:00+00:00,6h,,valid,2024-06-10T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T23:44:00+00:00,1h,,valid,2024-06-10T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T23:44:00+00:00,3h,,valid,2024-06-10T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-09T23:44:00+00:00,6h,,valid,2024-06-10T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T00:44:00+00:00,1h,,valid,2024-06-10T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T00:44:00+00:00,3h,,valid,2024-06-10T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T00:44:00+00:00,6h,,valid,2024-06-10T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T01:44:00+00:00,1h,,valid,2024-06-10T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T01:44:00+00:00,3h,,valid,2024-06-10T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T01:44:00+00:00,6h,,valid,2024-06-10T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T02:44:00+00:00,1h,,valid,2024-06-10T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T02:44:00+00:00,3h,,valid,2024-06-10T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T02:44:00+00:00,6h,,valid,2024-06-10T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T03:44:00+00:00,1h,,valid,2024-06-10T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T03:44:00+00:00,3h,,valid,2024-06-10T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T03:44:00+00:00,6h,,valid,2024-06-10T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T04:44:00+00:00,1h,,valid,2024-06-10T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T04:44:00+00:00,3h,,valid,2024-06-10T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T04:44:00+00:00,6h,,valid,2024-06-10T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T05:44:00+00:00,1h,,valid,2024-06-10T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T05:44:00+00:00,3h,,valid,2024-06-10T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T05:44:00+00:00,6h,,valid,2024-06-10T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T06:44:00+00:00,1h,,valid,2024-06-10T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T06:44:00+00:00,3h,,valid,2024-06-10T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T06:44:00+00:00,6h,,valid,2024-06-10T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T07:44:00+00:00,1h,,valid,2024-06-10T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T07:44:00+00:00,3h,,valid,2024-06-10T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T07:44:00+00:00,6h,,valid,2024-06-10T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T08:44:00+00:00,1h,,valid,2024-06-10T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T08:44:00+00:00,3h,,valid,2024-06-10T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T08:44:00+00:00,6h,,valid,2024-06-10T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T09:44:00+00:00,1h,,valid,2024-06-10T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T09:44:00+00:00,3h,,valid,2024-06-10T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T09:44:00+00:00,6h,,valid,2024-06-10T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T10:44:00+00:00,1h,,valid,2024-06-10T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T10:44:00+00:00,3h,,valid,2024-06-10T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T10:44:00+00:00,6h,,valid,2024-06-10T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T11:44:00+00:00,1h,,valid,2024-06-10T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T11:44:00+00:00,3h,,valid,2024-06-10T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T11:44:00+00:00,6h,,valid,2024-06-10T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T12:44:00+00:00,1h,,valid,2024-06-10T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T12:44:00+00:00,3h,,valid,2024-06-10T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T12:44:00+00:00,6h,,valid,2024-06-10T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T13:44:00+00:00,1h,,valid,2024-06-10T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T13:44:00+00:00,3h,,valid,2024-06-10T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T13:44:00+00:00,6h,,valid,2024-06-10T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T14:44:00+00:00,1h,,valid,2024-06-10T15:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T14:44:00+00:00,3h,,valid,2024-06-10T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T14:44:00+00:00,6h,,valid,2024-06-10T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T15:44:00+00:00,1h,,valid,2024-06-10T16:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T15:44:00+00:00,3h,,valid,2024-06-10T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T15:44:00+00:00,6h,,valid,2024-06-10T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T16:44:00+00:00,1h,,valid,2024-06-10T17:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T16:44:00+00:00,3h,,valid,2024-06-10T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T16:44:00+00:00,6h,,valid,2024-06-10T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T17:44:00+00:00,1h,,valid,2024-06-10T18:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T17:44:00+00:00,3h,,valid,2024-06-10T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T17:44:00+00:00,6h,,valid,2024-06-10T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T18:44:00+00:00,1h,,valid,2024-06-10T19:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T18:44:00+00:00,3h,,valid,2024-06-10T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T18:44:00+00:00,6h,,valid,2024-06-11T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T19:44:00+00:00,1h,,valid,2024-06-10T20:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T19:44:00+00:00,3h,,valid,2024-06-10T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T19:44:00+00:00,6h,,valid,2024-06-11T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T20:44:00+00:00,1h,,valid,2024-06-10T21:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T20:44:00+00:00,3h,,valid,2024-06-10T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T20:44:00+00:00,6h,,valid,2024-06-11T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T21:44:00+00:00,1h,,valid,2024-06-10T22:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T21:44:00+00:00,3h,,valid,2024-06-11T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T21:44:00+00:00,6h,,valid,2024-06-11T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T22:44:00+00:00,1h,,valid,2024-06-10T23:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T22:44:00+00:00,3h,,valid,2024-06-11T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T22:44:00+00:00,6h,,valid,2024-06-11T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T23:44:00+00:00,1h,,valid,2024-06-11T00:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T23:44:00+00:00,3h,,valid,2024-06-11T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-10T23:44:00+00:00,6h,,valid,2024-06-11T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T00:44:00+00:00,1h,,valid,2024-06-11T01:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T00:44:00+00:00,3h,,valid,2024-06-11T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T00:44:00+00:00,6h,,valid,2024-06-11T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T01:44:00+00:00,1h,,valid,2024-06-11T02:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T01:44:00+00:00,3h,,valid,2024-06-11T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T01:44:00+00:00,6h,,valid,2024-06-11T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T02:44:00+00:00,1h,,valid,2024-06-11T03:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T02:44:00+00:00,3h,,valid,2024-06-11T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T02:44:00+00:00,6h,,valid,2024-06-11T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T03:44:00+00:00,1h,,valid,2024-06-11T04:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T03:44:00+00:00,3h,,valid,2024-06-11T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T03:44:00+00:00,6h,,valid,2024-06-11T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T04:44:00+00:00,1h,,valid,2024-06-11T05:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T04:44:00+00:00,3h,,valid,2024-06-11T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T04:44:00+00:00,6h,,valid,2024-06-11T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T05:44:00+00:00,1h,,valid,2024-06-11T06:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T05:44:00+00:00,3h,,valid,2024-06-11T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T05:44:00+00:00,6h,,valid,2024-06-11T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T06:44:00+00:00,1h,,valid,2024-06-11T07:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T06:44:00+00:00,3h,,valid,2024-06-11T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T06:44:00+00:00,6h,,valid,2024-06-11T12:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T07:44:00+00:00,1h,,valid,2024-06-11T08:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T07:44:00+00:00,3h,,valid,2024-06-11T10:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T07:44:00+00:00,6h,,valid,2024-06-11T13:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T08:44:00+00:00,1h,,valid,2024-06-11T09:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T08:44:00+00:00,3h,,valid,2024-06-11T11:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T08:44:00+00:00,6h,,valid,2024-06-11T14:44:00+00:00
R_nominal,Experiment A,PROVISIONAL_EVENT_BOUNDARY,F2_known_intervention_scenario,2024-06-11T09:44:00+00:00,1h,,valid,2024-06-11T10:44:00+00:00
