Q_selected,R_scenario,absolute_error,covered_by_95_interval,error,event_knowledge_status,exclusion_reason,experiment,filtered_posterior_at_origin,forecast_mean,forecast_mode,forecast_origin,forecast_variance,horizon,lower_interval,observed_value,origin_phase,target_phase,target_timestamp,test_cycle,training_cycle,upper_interval,valid_status,validity_flags,validity_status 
250.0,R_low,4.568,True,4.568,current_phase_transition,,Experiment A,220.785,218.568,F1_no_future_event_knowledge,2024-06-13T00:44:00+00:00,746.468,3h,165.017,214.0,accumulation,accumulation,2024-06-13T03:44:00+00:00,Cycle 2,Cycle 1,272.118,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,17.541,True,-17.541,current_phase_transition,,Experiment A,220.785,216.459,F1_no_future_event_knowledge,2024-06-13T00:44:00+00:00,1401.361,6h,143.087,234.0,accumulation,accumulation,2024-06-13T06:44:00+00:00,Cycle 2,Cycle 1,289.831,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,29.812,True,-29.812,current_phase_transition,,Experiment A,248.395,247.188,F1_no_future_event_knowledge,2024-06-13T01:44:00+00:00,272.148,1h,214.854,277.0,accumulation,accumulation,2024-06-13T02:44:00+00:00,Cycle 2,Cycle 1,279.522,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,36.835,True,36.835,current_phase_transition,,Experiment A,248.395,244.835,F1_no_future_event_knowledge,2024-06-13T01:44:00+00:00,746.468,3h,191.285,208.0,accumulation,accumulation,2024-06-13T04:44:00+00:00,Cycle 2,Cycle 1,298.385,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,1.448,True,1.448,current_phase_transition,,Experiment A,248.395,241.448,F1_no_future_event_knowledge,2024-06-13T01:44:00+00:00,1401.361,6h,168.076,240.0,accumulation,accumulation,2024-06-13T07:44:00+00:00,Cycle 2,Cycle 1,314.82,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,58.855,False,58.855,current_phase_transition,,Experiment A,274.492,272.855,F1_no_future_event_knowledge,2024-06-13T02:44:00+00:00,272.148,1h,240.521,214.0,accumulation,accumulation,2024-06-13T03:44:00+00:00,Cycle 2,Cycle 1,305.189,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,29.663,True,29.663,current_phase_transition,,Experiment A,274.492,269.663,F1_no_future_event_knowledge,2024-06-13T02:44:00+00:00,746.468,3h,216.112,240.0,accumulation,accumulation,2024-06-13T05:44:00+00:00,Cycle 2,Cycle 1,323.213,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,44.068,True,44.068,current_phase_transition,,Experiment A,274.492,265.068,F1_no_future_event_knowledge,2024-06-13T02:44:00+00:00,1401.361,6h,191.696,221.0,accumulation,accumulation,2024-06-13T08:44:00+00:00,Cycle 2,Cycle 1,338.44,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,10.231,True,10.231,current_phase_transition,,Experiment A,218.952,218.231,F1_no_future_event_knowledge,2024-06-13T03:44:00+00:00,272.148,1h,185.897,208.0,accumulation,accumulation,2024-06-13T04:44:00+00:00,Cycle 2,Cycle 1,250.565,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,17.176,True,-17.176,current_phase_transition,,Experiment A,218.952,216.824,F1_no_future_event_knowledge,2024-06-13T03:44:00+00:00,746.468,3h,163.274,234.0,accumulation,accumulation,2024-06-13T06:44:00+00:00,Cycle 2,Cycle 1,270.374,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,43.2,True,-43.2,current_phase_transition,,Experiment A,218.952,214.8,F1_no_future_event_knowledge,2024-06-13T03:44:00+00:00,1401.361,6h,141.428,258.0,accumulation,accumulation,2024-06-13T09:44:00+00:00,Cycle 2,Cycle 1,288.172,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,31.694,True,-31.694,current_phase_transition,,Experiment A,208.861,208.306,F1_no_future_event_knowledge,2024-06-13T04:44:00+00:00,272.148,1h,175.972,240.0,accumulation,accumulation,2024-06-13T05:44:00+00:00,Cycle 2,Cycle 1,240.64,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,32.776,True,-32.776,current_phase_transition,,Experiment A,208.861,207.224,F1_no_future_event_knowledge,2024-06-13T04:44:00+00:00,746.468,3h,153.674,240.0,accumulation,accumulation,2024-06-13T07:44:00+00:00,Cycle 2,Cycle 1,260.774,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,19.333,True,-19.333,current_phase_transition,,Experiment A,208.861,205.667,F1_no_future_event_knowledge,2024-06-13T04:44:00+00:00,1401.361,6h,132.294,225.0,accumulation,accumulation,2024-06-13T10:44:00+00:00,Cycle 2,Cycle 1,279.039,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,2.309,True,2.309,current_phase_transition,,Experiment A,237.333,236.309,F1_no_future_event_knowledge,2024-06-13T05:44:00+00:00,272.148,1h,203.975,234.0,accumulation,accumulation,2024-06-13T06:44:00+00:00,Cycle 2,Cycle 1,268.643,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,13.312,True,13.312,current_phase_transition,,Experiment A,237.333,234.312,F1_no_future_event_knowledge,2024-06-13T05:44:00+00:00,746.468,3h,180.761,221.0,accumulation,accumulation,2024-06-13T08:44:00+00:00,Cycle 2,Cycle 1,287.862,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,10.437,True,10.437,current_phase_transition,,Experiment A,237.333,231.437,F1_no_future_event_knowledge,2024-06-13T05:44:00+00:00,1401.361,6h,158.065,221.0,accumulation,accumulation,2024-06-13T11:44:00+00:00,Cycle 2,Cycle 1,304.809,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,6.778,True,-6.778,current_phase_transition,,Experiment A,234.194,233.222,F1_no_future_event_knowledge,2024-06-13T06:44:00+00:00,272.148,1h,200.888,240.0,accumulation,accumulation,2024-06-13T07:44:00+00:00,Cycle 2,Cycle 1,265.556,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,26.675,True,-26.675,current_phase_transition,,Experiment A,234.194,231.325,F1_no_future_event_knowledge,2024-06-13T06:44:00+00:00,746.468,3h,177.775,258.0,accumulation,accumulation,2024-06-13T09:44:00+00:00,Cycle 2,Cycle 1,284.875,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,38.596,True,38.596,current_phase_transition,,Experiment A,234.194,228.596,F1_no_future_event_knowledge,2024-06-13T06:44:00+00:00,1401.361,6h,155.223,190.0,accumulation,accumulation,2024-06-13T12:44:00+00:00,Cycle 2,Cycle 1,301.968,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,17.371,True,17.371,current_phase_transition,,Experiment A,239.43,238.371,F1_no_future_event_knowledge,2024-06-13T07:44:00+00:00,272.148,1h,206.037,221.0,accumulation,accumulation,2024-06-13T08:44:00+00:00,Cycle 2,Cycle 1,270.705,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,11.306,True,11.306,current_phase_transition,,Experiment A,239.43,236.306,F1_no_future_event_knowledge,2024-06-13T07:44:00+00:00,746.468,3h,182.756,225.0,accumulation,accumulation,2024-06-13T10:44:00+00:00,Cycle 2,Cycle 1,289.856,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,8.334,True,8.334,current_phase_transition,,Experiment A,239.43,233.334,F1_no_future_event_knowledge,2024-06-13T07:44:00+00:00,1401.361,6h,159.962,225.0,accumulation,accumulation,2024-06-13T13:44:00+00:00,Cycle 2,Cycle 1,306.706,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,36.317,False,-36.317,current_phase_transition,,Experiment A,222.461,221.683,F1_no_future_event_knowledge,2024-06-13T08:44:00+00:00,272.148,1h,189.349,258.0,accumulation,accumulation,2024-06-13T09:44:00+00:00,Cycle 2,Cycle 1,254.017,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,0.837,True,-0.837,current_phase_transition,,Experiment A,222.461,220.163,F1_no_future_event_knowledge,2024-06-13T08:44:00+00:00,746.468,3h,166.613,221.0,accumulation,accumulation,2024-06-13T11:44:00+00:00,Cycle 2,Cycle 1,273.713,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,32.976,True,32.976,current_phase_transition,,Experiment A,222.461,217.976,F1_no_future_event_knowledge,2024-06-13T08:44:00+00:00,1401.361,6h,144.604,185.0,accumulation,accumulation,2024-06-13T14:44:00+00:00,Cycle 2,Cycle 1,291.348,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,28.63,True,28.63,current_phase_transition,,Experiment A,254.944,253.63,F1_no_future_event_knowledge,2024-06-13T09:44:00+00:00,272.148,1h,221.296,225.0,accumulation,accumulation,2024-06-13T10:44:00+00:00,Cycle 2,Cycle 1,285.964,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,61.066,False,61.066,current_phase_transition,,Experiment A,254.944,251.066,F1_no_future_event_knowledge,2024-06-13T09:44:00+00:00,746.468,3h,197.516,190.0,accumulation,accumulation,2024-06-13T12:44:00+00:00,Cycle 2,Cycle 1,304.616,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,35.376,True,35.376,current_phase_transition,,Experiment A,254.944,247.376,F1_no_future_event_knowledge,2024-06-13T09:44:00+00:00,1401.361,6h,174.004,212.0,accumulation,accumulation,2024-06-13T15:44:00+00:00,Cycle 2,Cycle 1,320.748,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,5.548,True,5.548,current_phase_transition,,Experiment A,227.409,226.548,F1_no_future_event_knowledge,2024-06-13T10:44:00+00:00,272.148,1h,194.214,221.0,accumulation,accumulation,2024-06-13T11:44:00+00:00,Cycle 2,Cycle 1,258.882,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,0.13,True,-0.13,current_phase_transition,,Experiment A,227.409,224.87,F1_no_future_event_knowledge,2024-06-13T10:44:00+00:00,746.468,3h,171.319,225.0,accumulation,accumulation,2024-06-13T13:44:00+00:00,Cycle 2,Cycle 1,278.42,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,19.454,True,19.454,current_phase_transition,,Experiment A,227.409,222.454,F1_no_future_event_knowledge,2024-06-13T10:44:00+00:00,1401.361,6h,149.082,203.0,accumulation,accumulation,2024-06-13T16:44:00+00:00,Cycle 2,Cycle 1,295.826,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,30.704,True,30.704,current_phase_transition,,Experiment A,221.467,220.704,F1_no_future_event_knowledge,2024-06-13T11:44:00+00:00,272.148,1h,188.37,190.0,accumulation,accumulation,2024-06-13T12:44:00+00:00,Cycle 2,Cycle 1,253.038,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,34.217,True,34.217,current_phase_transition,,Experiment A,221.467,219.217,F1_no_future_event_knowledge,2024-06-13T11:44:00+00:00,746.468,3h,165.666,185.0,accumulation,accumulation,2024-06-13T14:44:00+00:00,Cycle 2,Cycle 1,272.767,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,23.076,True,23.076,current_phase_transition,,Experiment A,221.467,217.076,F1_no_future_event_knowledge,2024-06-13T11:44:00+00:00,1401.361,6h,143.704,194.0,accumulation,accumulation,2024-06-13T17:44:00+00:00,Cycle 2,Cycle 1,290.448,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,32.703,False,-32.703,current_phase_transition,,Experiment A,192.583,192.297,F1_no_future_event_knowledge,2024-06-13T12:44:00+00:00,272.148,1h,159.963,225.0,accumulation,accumulation,2024-06-13T13:44:00+00:00,Cycle 2,Cycle 1,224.631,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,20.262,True,-20.262,current_phase_transition,,Experiment A,192.583,191.738,F1_no_future_event_knowledge,2024-06-13T12:44:00+00:00,746.468,3h,138.188,212.0,accumulation,accumulation,2024-06-13T15:44:00+00:00,Cycle 2,Cycle 1,245.288,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,6.066,True,-6.066,current_phase_transition,,Experiment A,192.583,190.934,F1_no_future_event_knowledge,2024-06-13T12:44:00+00:00,1401.361,6h,117.562,197.0,accumulation,accumulation,2024-06-13T18:44:00+00:00,Cycle 2,Cycle 1,264.306,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,36.473,False,36.473,current_phase_transition,,Experiment A,222.249,221.473,F1_no_future_event_knowledge,2024-06-13T13:44:00+00:00,272.148,1h,189.139,185.0,accumulation,accumulation,2024-06-13T14:44:00+00:00,Cycle 2,Cycle 1,253.807,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,16.96,True,16.96,current_phase_transition,,Experiment A,222.249,219.96,F1_no_future_event_knowledge,2024-06-13T13:44:00+00:00,746.468,3h,166.41,203.0,accumulation,accumulation,2024-06-13T16:44:00+00:00,Cycle 2,Cycle 1,273.511,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,10.216,True,-10.216,current_phase_transition,,Experiment A,222.249,217.784,F1_no_future_event_knowledge,2024-06-13T13:44:00+00:00,1401.361,6h,144.412,228.0,accumulation,accumulation,2024-06-13T19:44:00+00:00,Cycle 2,Cycle 1,291.156,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,24.143,True,-24.143,current_phase_transition,,Experiment A,188.069,187.857,F1_no_future_event_knowledge,2024-06-13T14:44:00+00:00,272.148,1h,155.523,212.0,accumulation,accumulation,2024-06-13T15:44:00+00:00,Cycle 2,Cycle 1,220.191,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,6.557,True,-6.557,current_phase_transition,,Experiment A,188.069,187.443,F1_no_future_event_knowledge,2024-06-13T14:44:00+00:00,746.468,3h,133.893,194.0,accumulation,accumulation,2024-06-13T17:44:00+00:00,Cycle 2,Cycle 1,240.993,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,3.152,True,-3.152,current_phase_transition,,Experiment A,188.069,186.848,F1_no_future_event_knowledge,2024-06-13T14:44:00+00:00,1401.361,6h,113.476,190.0,accumulation,accumulation,2024-06-13T20:44:00+00:00,Cycle 2,Cycle 1,260.22,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,6.396,True,6.396,current_phase_transition,,Experiment A,209.969,209.396,F1_no_future_event_knowledge,2024-06-13T15:44:00+00:00,272.148,1h,177.062,203.0,accumulation,accumulation,2024-06-13T16:44:00+00:00,Cycle 2,Cycle 1,241.73,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,11.278,True,11.278,current_phase_transition,,Experiment A,209.969,208.278,F1_no_future_event_knowledge,2024-06-13T15:44:00+00:00,746.468,3h,154.728,197.0,accumulation,accumulation,2024-06-13T18:44:00+00:00,Cycle 2,Cycle 1,261.828,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,16.331,True,-16.331,no_future_event_knowledge_closed_transition_used,,Experiment A,209.969,206.669,F1_no_future_event_knowledge,2024-06-13T15:44:00+00:00,1401.361,6h,133.297,223.0,accumulation,accumulation,2024-06-13T21:44:00+00:00,Cycle 2,Cycle 1,280.042,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,9.071,True,9.071,current_phase_transition,,Experiment A,203.538,203.071,F1_no_future_event_knowledge,2024-06-13T16:44:00+00:00,272.148,1h,170.737,194.0,accumulation,accumulation,2024-06-13T17:44:00+00:00,Cycle 2,Cycle 1,235.405,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,25.84,True,-25.84,current_phase_transition,,Experiment A,203.538,202.16,F1_no_future_event_knowledge,2024-06-13T16:44:00+00:00,746.468,3h,148.61,228.0,accumulation,accumulation,2024-06-13T19:44:00+00:00,Cycle 2,Cycle 1,255.71,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,57.849,True,57.849,no_future_event_knowledge_closed_transition_used,,Experiment A,203.538,200.849,F1_no_future_event_knowledge,2024-06-13T16:44:00+00:00,1401.361,6h,127.477,143.0,accumulation,rapid_removal,2024-06-13T22:44:00+00:00,Cycle 2,Cycle 1,274.221,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,2.559,True,-2.559,current_phase_transition,,Experiment A,194.763,194.441,F1_no_future_event_knowledge,2024-06-13T17:44:00+00:00,272.148,1h,162.107,197.0,accumulation,accumulation,2024-06-13T18:44:00+00:00,Cycle 2,Cycle 1,226.775,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,3.812,True,3.812,current_phase_transition,,Experiment A,194.763,193.812,F1_no_future_event_knowledge,2024-06-13T17:44:00+00:00,746.468,3h,140.262,190.0,accumulation,accumulation,2024-06-13T20:44:00+00:00,Cycle 2,Cycle 1,247.362,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,157.907,False,157.907,no_future_event_knowledge_closed_transition_used,,Experiment A,194.763,192.907,F1_no_future_event_knowledge,2024-06-13T17:44:00+00:00,1401.361,6h,119.535,35.0,accumulation,rapid_removal,2024-06-13T23:44:00+00:00,Cycle 2,Cycle 1,266.279,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,31.571,True,-31.571,current_phase_transition,,Experiment A,196.785,196.429,F1_no_future_event_knowledge,2024-06-13T18:44:00+00:00,272.148,1h,164.095,228.0,accumulation,accumulation,2024-06-13T19:44:00+00:00,Cycle 2,Cycle 1,228.763,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,27.265,True,-27.265,no_future_event_knowledge_closed_transition_used,,Experiment A,196.785,195.735,F1_no_future_event_knowledge,2024-06-13T18:44:00+00:00,746.468,3h,142.185,223.0,accumulation,accumulation,2024-06-13T21:44:00+00:00,Cycle 2,Cycle 1,249.285,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,164.737,False,164.737,no_future_event_knowledge_closed_transition_used,,Experiment A,196.785,194.737,F1_no_future_event_knowledge,2024-06-13T18:44:00+00:00,1401.361,6h,121.365,30.0,accumulation,rapid_removal,2024-06-14T00:44:00+00:00,Cycle 2,Cycle 1,268.109,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,34.517,False,34.517,current_phase_transition,,Experiment A,225.344,224.517,F1_no_future_event_knowledge,2024-06-13T19:44:00+00:00,272.148,1h,192.183,190.0,accumulation,accumulation,2024-06-13T20:44:00+00:00,Cycle 2,Cycle 1,256.851,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,79.905,False,79.905,no_future_event_knowledge_closed_transition_used,,Experiment A,225.344,222.905,F1_no_future_event_knowledge,2024-06-13T19:44:00+00:00,746.468,3h,169.355,143.0,accumulation,rapid_removal,2024-06-13T22:44:00+00:00,Cycle 2,Cycle 1,276.455,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,209.585,False,209.585,no_future_event_knowledge_closed_transition_used,,Experiment A,225.344,220.585,F1_no_future_event_knowledge,2024-06-13T19:44:00+00:00,1401.361,6h,147.213,11.0,accumulation,rapid_removal,2024-06-14T01:44:00+00:00,Cycle 2,Cycle 1,293.957,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,30.388,True,-30.388,no_future_event_knowledge_closed_transition_used,,Experiment A,192.904,192.612,F1_no_future_event_knowledge,2024-06-13T20:44:00+00:00,272.148,1h,160.278,223.0,accumulation,accumulation,2024-06-13T21:44:00+00:00,Cycle 2,Cycle 1,224.946,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,157.043,False,157.043,no_future_event_knowledge_closed_transition_used,,Experiment A,192.904,192.043,F1_no_future_event_knowledge,2024-06-13T20:44:00+00:00,746.468,3h,138.493,35.0,accumulation,rapid_removal,2024-06-13T23:44:00+00:00,Cycle 2,Cycle 1,245.594,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,184.224,False,184.224,no_future_event_knowledge_closed_transition_used,,Experiment A,192.904,191.224,F1_no_future_event_knowledge,2024-06-13T20:44:00+00:00,1401.361,6h,117.852,7.0,accumulation,post_event,2024-06-14T02:44:00+00:00,Cycle 2,Cycle 1,264.597,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,76.698,False,76.698,current_phase_transition,,Experiment A,220.443,219.698,F1_no_future_event_knowledge,2024-06-13T21:44:00+00:00,272.148,1h,187.364,143.0,accumulation,rapid_removal,2024-06-13T22:44:00+00:00,Cycle 2,Cycle 1,252.032,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,3.0,True,-3.0,current_phase_transition,,Experiment A,220.443,27.0,F1_no_future_event_knowledge,2024-06-13T21:44:00+00:00,250.0,3h,-3.99,30.0,accumulation,rapid_removal,2024-06-14T00:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,27.443,True,27.443,current_phase_transition,,Experiment A,220.443,29.443,F1_no_future_event_knowledge,2024-06-13T21:44:00+00:00,491.826,6h,-14.024,2.0,accumulation,post_event,2024-06-14T03:44:00+00:00,Cycle 2,Cycle 1,72.91,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,8.0,True,-8.0,current_phase_transition,,Experiment A,149.453,27.0,F1_no_future_event_knowledge,2024-06-13T22:44:00+00:00,250.0,1h,-3.99,35.0,rapid_removal,rapid_removal,2024-06-13T23:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,16.0,True,16.0,current_phase_transition,,Experiment A,149.453,27.0,F1_no_future_event_knowledge,2024-06-13T22:44:00+00:00,250.0,3h,-3.99,11.0,rapid_removal,rapid_removal,2024-06-14T01:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,12.846,True,12.846,current_phase_transition,,Experiment A,149.453,31.846,F1_no_future_event_knowledge,2024-06-13T22:44:00+00:00,725.745,6h,-20.956,19.0,rapid_removal,post_event,2024-06-14T04:44:00+00:00,Cycle 2,Cycle 1,84.648,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
250.0,R_low,3.0,True,-3.0,current_phase_transition,,Experiment A,34.273,27.0,F1_no_future_event_knowledge,2024-06-13T23:44:00+00:00,250.0,1h,-3.99,30.0,rapid_removal,rapid_removal,2024-06-14T00:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,20.0,True,20.0,current_phase_transition,,Experiment A,34.273,27.0,F1_no_future_event_knowledge,2024-06-13T23:44:00+00:00,250.0,3h,-3.99,7.0,rapid_removal,post_event,2024-06-14T02:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,23.209,True,23.209,current_phase_transition,,Experiment A,34.273,34.209,F1_no_future_event_knowledge,2024-06-13T23:44:00+00:00,952.016,6h,-26.266,11.0,rapid_removal,post_event,2024-06-14T05:44:00+00:00,Cycle 2,Cycle 1,94.684,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,16.0,True,16.0,current_phase_transition,,Experiment A,29.727,27.0,F1_no_future_event_knowledge,2024-06-14T00:44:00+00:00,250.0,1h,-3.99,11.0,rapid_removal,rapid_removal,2024-06-14T01:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,27.443,True,27.443,current_phase_transition,,Experiment A,29.727,29.443,F1_no_future_event_knowledge,2024-06-14T00:44:00+00:00,491.826,3h,-14.024,2.0,rapid_removal,post_event,2024-06-14T03:44:00+00:00,Cycle 2,Cycle 1,72.91,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,17.533,True,17.533,current_phase_transition,,Experiment A,29.727,36.533,F1_no_future_event_knowledge,2024-06-14T00:44:00+00:00,1170.889,6h,-30.535,19.0,rapid_removal,post_event,2024-06-14T06:44:00+00:00,Cycle 2,Cycle 1,103.601,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,20.0,True,20.0,current_phase_transition,,Experiment A,12.455,27.0,F1_no_future_event_knowledge,2024-06-14T01:44:00+00:00,250.0,1h,-3.99,7.0,rapid_removal,post_event,2024-06-14T02:44:00+00:00,Cycle 2,Cycle 1,57.99,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,12.846,True,12.846,current_phase_transition,,Experiment A,12.455,31.846,F1_no_future_event_knowledge,2024-06-14T01:44:00+00:00,725.745,3h,-20.956,19.0,rapid_removal,post_event,2024-06-14T04:44:00+00:00,Cycle 2,Cycle 1,84.648,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,20.819,True,20.819,current_phase_transition,,Experiment A,12.455,38.819,F1_no_future_event_knowledge,2024-06-14T01:44:00+00:00,1382.605,6h,-34.06,18.0,rapid_removal,post_event,2024-06-14T07:44:00+00:00,Cycle 2,Cycle 1,111.699,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,9.561,True,9.561,current_phase_transition,,Experiment A,8.818,11.561,F1_no_future_event_knowledge,2024-06-14T02:44:00+00:00,271.984,1h,-20.763,2.0,post_event,post_event,2024-06-14T03:44:00+00:00,Cycle 2,Cycle 1,43.885,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,5.912,True,5.912,current_phase_transition,,Experiment A,8.818,16.912,F1_no_future_event_knowledge,2024-06-14T02:44:00+00:00,746.315,3h,-36.633,11.0,post_event,post_event,2024-06-14T05:44:00+00:00,Cycle 2,Cycle 1,70.456,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,13.611,True,13.611,current_phase_transition,,Experiment A,8.818,24.611,F1_no_future_event_knowledge,2024-06-14T02:44:00+00:00,1401.222,6h,-48.757,11.0,post_event,post_event,2024-06-14T08:44:00+00:00,Cycle 2,Cycle 1,97.98,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,13.353,True,-13.353,current_phase_transition,,Experiment A,2.805,5.647,F1_no_future_event_knowledge,2024-06-14T03:44:00+00:00,272.147,1h,-26.687,19.0,post_event,post_event,2024-06-14T04:44:00+00:00,Cycle 2,Cycle 1,37.981,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,7.809,True,-7.809,current_phase_transition,,Experiment A,2.805,11.191,F1_no_future_event_knowledge,2024-06-14T03:44:00+00:00,746.467,3h,-42.359,19.0,post_event,post_event,2024-06-14T06:44:00+00:00,Cycle 2,Cycle 1,64.741,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,5.169,True,5.169,current_phase_transition,,Experiment A,2.805,19.169,F1_no_future_event_knowledge,2024-06-14T03:44:00+00:00,1401.36,6h,-54.203,14.0,post_event,post_event,2024-06-14T09:44:00+00:00,Cycle 2,Cycle 1,92.541,valid,PROVISIONAL_EVENT_BOUNDARY,valid
250.0,R_low,9.47,True,9.47,current_phase_transition,,Experiment A,17.877,20.47,F1_no_future_event_knowledge,2024-06-14T04:44:00+00:00,272.148,1h,-11.864,11.0,post_event,post_event,2024-06-14T05:44:00+00:00,Cycle 2,Cycle 1,52.804,valid,PROVISIONAL_EVENT_BOUNDARY,valid
