Q_selected,R_scenario,absolute_error,covered_by_95_interval,error,event_knowledge_status,exclusion_reason,experiment,filtered_posterior_at_origin,forecast_mean,forecast_mode,forecast_origin,forecast_variance,horizon,lower_interval,observed_value,origin_phase,target_phase,target_timestamp,test_cycle,training_cycle,upper_interval,valid_status,validity_flags,validity_status 
100.0,R_low,44.649,True,-44.649,known_intervention_transition_used_after_declared_start,,Experiment B,188.15,183.351,F2_known_intervention_scenario,2024-05-29T16:47:00+00:00,550.696,6h,137.356,228.0,accumulation,accumulation,2024-05-29T22:47:00+00:00,Cycle 1,Cycle 2,229.346,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,26.122,False,-26.122,current_phase_transition,,Experiment B,171.334,170.878,F2_known_intervention_scenario,2024-05-29T17:47:00+00:00,119.731,1h,149.431,197.0,accumulation,accumulation,2024-05-29T18:47:00+00:00,Cycle 1,Cycle 2,192.324,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,42.003,False,-42.003,current_phase_transition,,Experiment B,171.334,169.997,F2_known_intervention_scenario,2024-05-29T17:47:00+00:00,304.372,3h,135.802,212.0,accumulation,accumulation,2024-05-29T20:47:00+00:00,Cycle 1,Cycle 2,204.191,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,7.006,True,-7.006,known_intervention_transition_used_after_declared_start,,Experiment B,171.334,38.994,F2_known_intervention_scenario,2024-05-29T17:47:00+00:00,108.847,6h,18.545,46.0,accumulation,rapid_removal,2024-05-29T23:47:00+00:00,Cycle 1,Cycle 2,59.442,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,8.539,True,8.539,current_phase_transition,,Experiment B,192.488,191.539,F2_known_intervention_scenario,2024-05-29T18:47:00+00:00,119.731,1h,170.093,183.0,accumulation,accumulation,2024-05-29T19:47:00+00:00,Cycle 1,Cycle 2,212.986,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,48.292,False,-48.292,current_phase_transition,,Experiment B,192.488,189.708,F2_known_intervention_scenario,2024-05-29T18:47:00+00:00,304.372,3h,155.513,238.0,accumulation,accumulation,2024-05-29T21:47:00+00:00,Cycle 1,Cycle 2,223.902,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,0.55,True,0.55,known_intervention_transition_used_after_declared_start,,Experiment B,192.488,21.55,F2_known_intervention_scenario,2024-05-29T18:47:00+00:00,102.01,6h,1.754,21.0,accumulation,rapid_removal,2024-05-30T00:47:00+00:00,Cycle 1,Cycle 2,41.346,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,28.287,False,-28.287,current_phase_transition,,Experiment B,184.475,183.713,F2_known_intervention_scenario,2024-05-29T19:47:00+00:00,119.731,1h,162.266,212.0,accumulation,accumulation,2024-05-29T20:47:00+00:00,Cycle 1,Cycle 2,205.159,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,45.759,False,-45.759,known_intervention_transition_used_after_declared_start,,Experiment B,184.475,182.241,F2_known_intervention_scenario,2024-05-29T19:47:00+00:00,304.372,3h,148.047,228.0,accumulation,accumulation,2024-05-29T22:47:00+00:00,Cycle 1,Cycle 2,216.436,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,14.223,True,-14.223,known_intervention_transition_used_after_declared_start,,Experiment B,184.475,18.777,F2_known_intervention_scenario,2024-05-29T19:47:00+00:00,101.91,6h,-1.009,33.0,accumulation,rapid_removal,2024-05-30T01:47:00+00:00,Cycle 1,Cycle 2,38.564,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,32.175,False,-32.175,current_phase_transition,,Experiment B,207.114,205.825,F2_known_intervention_scenario,2024-05-29T20:47:00+00:00,119.731,1h,184.378,238.0,accumulation,accumulation,2024-05-29T21:47:00+00:00,Cycle 1,Cycle 2,227.272,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.16,True,-2.16,known_intervention_transition_used_after_declared_start,,Experiment B,207.114,43.84,F2_known_intervention_scenario,2024-05-29T20:47:00+00:00,104.012,3h,23.85,46.0,accumulation,rapid_removal,2024-05-29T23:47:00+00:00,Cycle 1,Cycle 2,63.829,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.577,True,-2.577,known_intervention_transition_used_after_declared_start,,Experiment B,207.114,18.423,F2_known_intervention_scenario,2024-05-29T20:47:00+00:00,101.908,6h,-1.363,21.0,accumulation,post_event,2024-05-30T02:47:00+00:00,Cycle 1,Cycle 2,38.209,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.564,True,2.564,known_intervention_transition_used_after_declared_start,,Experiment B,232.442,230.564,F2_known_intervention_scenario,2024-05-29T21:47:00+00:00,119.731,1h,209.118,228.0,accumulation,accumulation,2024-05-29T22:47:00+00:00,Cycle 1,Cycle 2,252.011,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.331,True,1.331,known_intervention_transition_used_after_declared_start,,Experiment B,232.442,22.331,F2_known_intervention_scenario,2024-05-29T21:47:00+00:00,101.915,3h,2.545,21.0,accumulation,rapid_removal,2024-05-30T00:47:00+00:00,Cycle 1,Cycle 2,42.118,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,0.368,True,0.368,known_intervention_transition_used_after_declared_start,,Experiment B,232.442,18.368,F2_known_intervention_scenario,2024-05-29T21:47:00+00:00,101.908,6h,-1.419,18.0,accumulation,post_event,2024-05-30T03:47:00+00:00,Cycle 1,Cycle 2,38.154,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.107,True,1.107,known_intervention_transition_used_after_declared_start,,Experiment B,228.443,47.107,F2_known_intervention_scenario,2024-05-29T22:47:00+00:00,100.387,1h,27.469,46.0,accumulation,rapid_removal,2024-05-29T23:47:00+00:00,Cycle 1,Cycle 2,66.745,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,14.104,True,-14.104,known_intervention_transition_used_after_declared_start,,Experiment B,228.443,18.896,F2_known_intervention_scenario,2024-05-29T22:47:00+00:00,101.908,3h,-0.89,33.0,accumulation,rapid_removal,2024-05-30T01:47:00+00:00,Cycle 1,Cycle 2,38.682,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,6.641,True,-6.641,known_intervention_transition_used_after_declared_start,,Experiment B,228.443,18.359,F2_known_intervention_scenario,2024-05-29T22:47:00+00:00,101.908,6h,-1.427,25.0,accumulation,post_event,2024-05-30T04:47:00+00:00,Cycle 1,Cycle 2,38.145,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,5.411,True,5.411,current_phase_transition,,Experiment B,77.206,26.411,F2_known_intervention_scenario,2024-05-29T23:47:00+00:00,100.387,1h,6.773,21.0,rapid_removal,rapid_removal,2024-05-30T00:47:00+00:00,Cycle 1,Cycle 2,46.049,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
100.0,R_low,2.492,True,-2.492,current_phase_transition,,Experiment B,77.206,18.508,F2_known_intervention_scenario,2024-05-29T23:47:00+00:00,101.908,3h,-1.278,21.0,rapid_removal,post_event,2024-05-30T02:47:00+00:00,Cycle 1,Cycle 2,38.294,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
100.0,R_low,13.591,True,13.591,current_phase_transition,,Experiment B,77.206,27.591,F2_known_intervention_scenario,2024-05-29T23:47:00+00:00,374.9,6h,-10.359,14.0,rapid_removal,post_event,2024-05-30T05:47:00+00:00,Cycle 1,Cycle 2,65.541,valid,PROVISIONAL_EVENT_BOUNDARY|LARGE_INNOVATION,caution
100.0,R_low,14.133,True,-14.133,current_phase_transition,,Experiment B,22.079,18.867,F2_known_intervention_scenario,2024-05-30T00:47:00+00:00,100.375,1h,-0.77,33.0,rapid_removal,rapid_removal,2024-05-30T01:47:00+00:00,Cycle 1,Cycle 2,38.503,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,3.528,True,3.528,current_phase_transition,,Experiment B,22.079,21.528,F2_known_intervention_scenario,2024-05-30T00:47:00+00:00,197.194,3h,-5.995,18.0,rapid_removal,post_event,2024-05-30T03:47:00+00:00,Cycle 1,Cycle 2,49.052,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,16.405,True,16.405,current_phase_transition,,Experiment B,22.079,30.405,F2_known_intervention_scenario,2024-05-30T00:47:00+00:00,457.635,6h,-11.524,14.0,rapid_removal,post_event,2024-05-30T06:47:00+00:00,Cycle 1,Cycle 2,72.334,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.024,True,-1.024,current_phase_transition,,Experiment B,30.182,19.976,F2_known_intervention_scenario,2024-05-30T01:47:00+00:00,100.375,1h,0.339,21.0,rapid_removal,post_event,2024-05-30T02:47:00+00:00,Cycle 1,Cycle 2,39.612,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.034,True,1.034,current_phase_transition,,Experiment B,30.182,26.034,F2_known_intervention_scenario,2024-05-30T01:47:00+00:00,286.756,3h,-7.156,25.0,rapid_removal,post_event,2024-05-30T04:47:00+00:00,Cycle 1,Cycle 2,59.224,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,18.603,True,18.603,current_phase_transition,,Experiment B,30.182,34.603,F2_known_intervention_scenario,2024-05-30T01:47:00+00:00,535.4,6h,-10.748,16.0,rapid_removal,post_event,2024-05-30T07:47:00+00:00,Cycle 1,Cycle 2,79.955,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,5.842,True,5.842,current_phase_transition,,Experiment B,20.796,23.842,F2_known_intervention_scenario,2024-05-30T02:47:00+00:00,119.094,1h,2.452,18.0,post_event,post_event,2024-05-30T03:47:00+00:00,Cycle 1,Cycle 2,45.231,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,15.722,True,15.722,current_phase_transition,,Experiment B,20.796,29.722,F2_known_intervention_scenario,2024-05-30T02:47:00+00:00,303.793,3h,-4.44,14.0,post_event,post_event,2024-05-30T05:47:00+00:00,Cycle 1,Cycle 2,63.884,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,19.04,True,19.04,current_phase_transition,,Experiment B,20.796,38.04,F2_known_intervention_scenario,2024-05-30T02:47:00+00:00,550.193,6h,-7.934,19.0,post_event,post_event,2024-05-30T08:47:00+00:00,Cycle 1,Cycle 2,84.014,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.899,True,-2.899,current_phase_transition,,Experiment B,19.013,22.101,F2_known_intervention_scenario,2024-05-30T03:47:00+00:00,119.712,1h,0.656,25.0,post_event,post_event,2024-05-30T04:47:00+00:00,Cycle 1,Cycle 2,43.546,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,14.062,True,14.062,current_phase_transition,,Experiment B,19.013,28.062,F2_known_intervention_scenario,2024-05-30T03:47:00+00:00,304.356,3h,-6.132,14.0,post_event,post_event,2024-05-30T06:47:00+00:00,Cycle 1,Cycle 2,62.255,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,22.493,True,22.493,current_phase_transition,,Experiment B,19.013,36.493,F2_known_intervention_scenario,2024-05-30T03:47:00+00:00,550.681,6h,-9.502,14.0,post_event,post_event,2024-05-30T09:47:00+00:00,Cycle 1,Cycle 2,82.487,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,13.459,True,13.459,current_phase_transition,,Experiment B,24.499,27.459,F2_known_intervention_scenario,2024-05-30T04:47:00+00:00,119.73,1h,6.012,14.0,post_event,post_event,2024-05-30T05:47:00+00:00,Cycle 1,Cycle 2,48.905,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,17.173,True,17.173,current_phase_transition,,Experiment B,24.499,33.173,F2_known_intervention_scenario,2024-05-30T04:47:00+00:00,304.372,3h,-1.021,16.0,post_event,post_event,2024-05-30T07:47:00+00:00,Cycle 1,Cycle 2,67.368,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,13.256,True,13.256,current_phase_transition,,Experiment B,24.499,41.256,F2_known_intervention_scenario,2024-05-30T04:47:00+00:00,550.695,6h,-4.739,28.0,post_event,post_event,2024-05-30T10:47:00+00:00,Cycle 1,Cycle 2,87.251,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,5.475,True,5.475,current_phase_transition,,Experiment B,16.325,19.475,F2_known_intervention_scenario,2024-05-30T05:47:00+00:00,119.73,1h,-1.972,14.0,post_event,post_event,2024-05-30T06:47:00+00:00,Cycle 1,Cycle 2,40.921,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,6.556,True,6.556,current_phase_transition,,Experiment B,16.325,25.556,F2_known_intervention_scenario,2024-05-30T05:47:00+00:00,304.372,3h,-8.638,19.0,post_event,post_event,2024-05-30T08:47:00+00:00,Cycle 1,Cycle 2,59.751,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,6.158,True,6.158,current_phase_transition,,Experiment B,16.325,34.158,F2_known_intervention_scenario,2024-05-30T05:47:00+00:00,550.696,6h,-11.837,28.0,post_event,post_event,2024-05-30T11:47:00+00:00,Cycle 1,Cycle 2,80.153,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.128,True,2.128,current_phase_transition,,Experiment B,14.946,18.128,F2_known_intervention_scenario,2024-05-30T06:47:00+00:00,119.731,1h,-3.319,16.0,post_event,post_event,2024-05-30T07:47:00+00:00,Cycle 1,Cycle 2,39.574,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,10.271,True,10.271,current_phase_transition,,Experiment B,14.946,24.271,F2_known_intervention_scenario,2024-05-30T06:47:00+00:00,304.372,3h,-9.924,14.0,post_event,post_event,2024-05-30T09:47:00+00:00,Cycle 1,Cycle 2,58.466,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.961,True,2.961,current_phase_transition,,Experiment B,14.946,32.961,F2_known_intervention_scenario,2024-05-30T06:47:00+00:00,550.696,6h,-13.034,30.0,post_event,post_event,2024-05-30T12:47:00+00:00,Cycle 1,Cycle 2,78.956,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,0.516,True,0.516,current_phase_transition,,Experiment B,16.368,19.516,F2_known_intervention_scenario,2024-05-30T07:47:00+00:00,119.731,1h,-1.93,19.0,post_event,post_event,2024-05-30T08:47:00+00:00,Cycle 1,Cycle 2,40.963,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.404,True,-2.404,current_phase_transition,,Experiment B,16.368,25.596,F2_known_intervention_scenario,2024-05-30T07:47:00+00:00,304.372,3h,-8.599,28.0,post_event,post_event,2024-05-30T10:47:00+00:00,Cycle 1,Cycle 2,59.791,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,18.195,True,18.195,current_phase_transition,,Experiment B,16.368,34.195,F2_known_intervention_scenario,2024-05-30T07:47:00+00:00,550.696,6h,-11.8,16.0,post_event,post_event,2024-05-30T13:47:00+00:00,Cycle 1,Cycle 2,80.19,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,8.175,True,8.175,current_phase_transition,,Experiment B,19.089,22.175,F2_known_intervention_scenario,2024-05-30T08:47:00+00:00,119.731,1h,0.728,14.0,post_event,post_event,2024-05-30T09:47:00+00:00,Cycle 1,Cycle 2,43.621,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,0.132,True,0.132,current_phase_transition,,Experiment B,19.089,28.132,F2_known_intervention_scenario,2024-05-30T08:47:00+00:00,304.372,3h,-6.063,28.0,post_event,post_event,2024-05-30T11:47:00+00:00,Cycle 1,Cycle 2,62.327,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,17.558,True,17.558,current_phase_transition,,Experiment B,19.089,36.558,F2_known_intervention_scenario,2024-05-30T08:47:00+00:00,550.696,6h,-9.437,19.0,post_event,post_event,2024-05-30T14:47:00+00:00,Cycle 1,Cycle 2,82.554,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,9.417,True,-9.417,current_phase_transition,,Experiment B,15.412,18.583,F2_known_intervention_scenario,2024-05-30T09:47:00+00:00,119.731,1h,-2.863,28.0,post_event,post_event,2024-05-30T10:47:00+00:00,Cycle 1,Cycle 2,40.03,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,5.294,True,-5.294,current_phase_transition,,Experiment B,15.412,24.706,F2_known_intervention_scenario,2024-05-30T09:47:00+00:00,304.372,3h,-9.489,30.0,post_event,post_event,2024-05-30T12:47:00+00:00,Cycle 1,Cycle 2,58.9,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,14.366,True,14.366,current_phase_transition,,Experiment B,15.412,33.366,F2_known_intervention_scenario,2024-05-30T09:47:00+00:00,550.696,6h,-12.629,19.0,post_event,post_event,2024-05-30T15:47:00+00:00,Cycle 1,Cycle 2,79.361,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.289,True,1.289,current_phase_transition,,Experiment B,26.373,29.289,F2_known_intervention_scenario,2024-05-30T10:47:00+00:00,119.731,1h,7.843,28.0,post_event,post_event,2024-05-30T11:47:00+00:00,Cycle 1,Cycle 2,50.736,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,18.92,True,18.92,current_phase_transition,,Experiment B,26.373,34.92,F2_known_intervention_scenario,2024-05-30T10:47:00+00:00,304.372,3h,0.725,16.0,post_event,post_event,2024-05-30T13:47:00+00:00,Cycle 1,Cycle 2,69.114,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,24.883,True,24.883,current_phase_transition,,Experiment B,26.373,42.883,F2_known_intervention_scenario,2024-05-30T10:47:00+00:00,550.696,6h,-3.112,18.0,post_event,post_event,2024-05-30T16:47:00+00:00,Cycle 1,Cycle 2,88.878,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,1.096,True,1.096,current_phase_transition,,Experiment B,28.223,31.096,F2_known_intervention_scenario,2024-05-30T11:47:00+00:00,119.731,1h,9.649,30.0,post_event,post_event,2024-05-30T12:47:00+00:00,Cycle 1,Cycle 2,52.542,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,17.643,True,17.643,current_phase_transition,,Experiment B,28.223,36.643,F2_known_intervention_scenario,2024-05-30T11:47:00+00:00,304.372,3h,2.448,19.0,post_event,post_event,2024-05-30T14:47:00+00:00,Cycle 1,Cycle 2,70.838,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,25.489,True,25.489,current_phase_transition,,Experiment B,28.223,44.489,F2_known_intervention_scenario,2024-05-30T11:47:00+00:00,550.696,6h,-1.506,19.0,post_event,post_event,2024-05-30T17:47:00+00:00,Cycle 1,Cycle 2,90.484,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,17.017,True,17.017,current_phase_transition,,Experiment B,30.189,33.017,F2_known_intervention_scenario,2024-05-30T12:47:00+00:00,119.731,1h,11.57,16.0,post_event,post_event,2024-05-30T13:47:00+00:00,Cycle 1,Cycle 2,54.463,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,19.475,True,19.475,current_phase_transition,,Experiment B,30.189,38.475,F2_known_intervention_scenario,2024-05-30T12:47:00+00:00,304.372,3h,4.281,19.0,post_event,post_event,2024-05-30T15:47:00+00:00,Cycle 1,Cycle 2,72.67,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,35.196,True,35.196,current_phase_transition,,Experiment B,30.189,46.196,F2_known_intervention_scenario,2024-05-30T12:47:00+00:00,550.696,6h,0.201,11.0,post_event,post_event,2024-05-30T18:47:00+00:00,Cycle 1,Cycle 2,92.192,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,3.028,True,3.028,current_phase_transition,,Experiment B,18.939,22.028,F2_known_intervention_scenario,2024-05-30T13:47:00+00:00,119.731,1h,0.582,19.0,post_event,post_event,2024-05-30T14:47:00+00:00,Cycle 1,Cycle 2,43.475,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,9.992,True,9.992,current_phase_transition,,Experiment B,18.939,27.992,F2_known_intervention_scenario,2024-05-30T13:47:00+00:00,304.372,3h,-6.202,18.0,post_event,post_event,2024-05-30T16:47:00+00:00,Cycle 1,Cycle 2,62.187,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,15.428,True,15.428,current_phase_transition,,Experiment B,18.939,36.428,F2_known_intervention_scenario,2024-05-30T13:47:00+00:00,550.696,6h,-9.567,21.0,post_event,post_event,2024-05-30T19:47:00+00:00,Cycle 1,Cycle 2,82.423,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,3.599,True,3.599,current_phase_transition,,Experiment B,19.523,22.599,F2_known_intervention_scenario,2024-05-30T14:47:00+00:00,119.731,1h,1.152,19.0,post_event,post_event,2024-05-30T15:47:00+00:00,Cycle 1,Cycle 2,44.045,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,9.536,True,9.536,current_phase_transition,,Experiment B,19.523,28.536,F2_known_intervention_scenario,2024-05-30T14:47:00+00:00,304.372,3h,-5.658,19.0,post_event,post_event,2024-05-30T17:47:00+00:00,Cycle 1,Cycle 2,62.731,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,27.935,True,27.935,current_phase_transition,,Experiment B,19.523,36.935,F2_known_intervention_scenario,2024-05-30T14:47:00+00:00,550.696,6h,-9.06,9.0,post_event,post_event,2024-05-30T20:47:00+00:00,Cycle 1,Cycle 2,82.93,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,4.695,True,4.695,current_phase_transition,,Experiment B,19.622,22.695,F2_known_intervention_scenario,2024-05-30T15:47:00+00:00,119.731,1h,1.248,18.0,post_event,post_event,2024-05-30T16:47:00+00:00,Cycle 1,Cycle 2,44.141,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,17.628,True,17.628,current_phase_transition,,Experiment B,19.622,28.628,F2_known_intervention_scenario,2024-05-30T15:47:00+00:00,304.372,3h,-5.566,11.0,post_event,post_event,2024-05-30T18:47:00+00:00,Cycle 1,Cycle 2,62.823,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,30.021,True,30.021,current_phase_transition,,Experiment B,19.622,37.021,F2_known_intervention_scenario,2024-05-30T15:47:00+00:00,550.696,6h,-8.974,7.0,post_event,post_event,2024-05-30T21:47:00+00:00,Cycle 1,Cycle 2,83.016,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,2.903,True,2.903,current_phase_transition,,Experiment B,18.811,21.903,F2_known_intervention_scenario,2024-05-30T16:47:00+00:00,119.731,1h,0.456,19.0,post_event,post_event,2024-05-30T17:47:00+00:00,Cycle 1,Cycle 2,43.35,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,6.873,True,6.873,current_phase_transition,,Experiment B,18.811,27.873,F2_known_intervention_scenario,2024-05-30T16:47:00+00:00,304.372,3h,-6.322,21.0,post_event,post_event,2024-05-30T19:47:00+00:00,Cycle 1,Cycle 2,62.068,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,25.317,True,25.317,current_phase_transition,,Experiment B,18.811,36.317,F2_known_intervention_scenario,2024-05-30T16:47:00+00:00,550.696,6h,-9.678,11.0,post_event,post_event,2024-05-30T22:47:00+00:00,Cycle 1,Cycle 2,82.312,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,11.577,True,11.577,current_phase_transition,,Experiment B,19.501,22.577,F2_known_intervention_scenario,2024-05-30T17:47:00+00:00,119.731,1h,1.131,11.0,post_event,post_event,2024-05-30T18:47:00+00:00,Cycle 1,Cycle 2,44.024,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,19.516,True,19.516,current_phase_transition,,Experiment B,19.501,28.516,F2_known_intervention_scenario,2024-05-30T17:47:00+00:00,304.372,3h,-5.678,9.0,post_event,post_event,2024-05-30T20:47:00+00:00,Cycle 1,Cycle 2,62.711,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,22.916,True,22.916,current_phase_transition,,Experiment B,19.501,36.916,F2_known_intervention_scenario,2024-05-30T17:47:00+00:00,550.696,6h,-9.079,14.0,post_event,post_event,2024-05-30T23:47:00+00:00,Cycle 1,Cycle 2,82.912,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,4.773,True,-4.773,current_phase_transition,,Experiment B,13.0,16.227,F2_known_intervention_scenario,2024-05-30T18:47:00+00:00,119.731,1h,-5.22,21.0,post_event,post_event,2024-05-30T19:47:00+00:00,Cycle 1,Cycle 2,37.674,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,15.458,True,15.458,current_phase_transition,,Experiment B,13.0,22.458,F2_known_intervention_scenario,2024-05-30T18:47:00+00:00,304.372,3h,-11.737,7.0,post_event,post_event,2024-05-30T21:47:00+00:00,Cycle 1,Cycle 2,56.653,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,26.271,True,26.271,current_phase_transition,,Experiment B,13.0,31.271,F2_known_intervention_scenario,2024-05-30T18:47:00+00:00,550.696,6h,-14.724,5.0,post_event,post_event,2024-05-31T00:47:00+00:00,Cycle 1,Cycle 2,77.266,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,14.236,True,14.236,current_phase_transition,,Experiment B,20.176,23.236,F2_known_intervention_scenario,2024-05-30T19:47:00+00:00,119.731,1h,1.789,9.0,post_event,post_event,2024-05-30T20:47:00+00:00,Cycle 1,Cycle 2,44.682,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,18.144,True,18.144,current_phase_transition,,Experiment B,20.176,29.144,F2_known_intervention_scenario,2024-05-30T19:47:00+00:00,304.372,3h,-5.05,11.0,post_event,post_event,2024-05-30T22:47:00+00:00,Cycle 1,Cycle 2,63.339,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,28.502,True,28.502,current_phase_transition,,Experiment B,20.176,37.502,F2_known_intervention_scenario,2024-05-30T19:47:00+00:00,550.696,6h,-8.493,9.0,post_event,post_event,2024-05-31T01:47:00+00:00,Cycle 1,Cycle 2,83.497,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,7.722,True,7.722,current_phase_transition,,Experiment B,11.459,14.722,F2_known_intervention_scenario,2024-05-30T20:47:00+00:00,119.731,1h,-6.725,7.0,post_event,post_event,2024-05-30T21:47:00+00:00,Cycle 1,Cycle 2,36.169,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,7.022,True,7.022,current_phase_transition,,Experiment B,11.459,21.022,F2_known_intervention_scenario,2024-05-30T20:47:00+00:00,304.372,3h,-13.172,14.0,post_event,post_event,2024-05-30T23:47:00+00:00,Cycle 1,Cycle 2,55.217,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,20.933,True,20.933,current_phase_transition,,Experiment B,11.459,29.933,F2_known_intervention_scenario,2024-05-30T20:47:00+00:00,550.696,6h,-16.062,9.0,post_event,post_event,2024-05-31T02:47:00+00:00,Cycle 1,Cycle 2,75.928,valid,PROVISIONAL_EVENT_BOUNDARY,valid
100.0,R_low,0.67,True,0.67,current_phase_transition,,Experiment B,8.334,11.67,F2_known_intervention_scenario,2024-05-30T21:47:00+00:00,119.731,1h,-9.777,11.0,post_event,post_event,2024-05-30T22:47:00+00:00,Cycle 1,Cycle 2,33.116,valid,PROVISIONAL_EVENT_BOUNDARY,valid
