campaign_id,analysis_report_id,segment_id,episode_sequence_number,episode_type,start,end,duration_hours,measurement_count,starting_radon,ending_radon,min_radon,max_radon,mean_radon,median_radon,absolute_concentration_change,relative_concentration_change_percent,mean_adjacent_slope_bq_m3_per_hour,robust_episode_slope_bq_m3_per_hour,maximum_positive_slope,maximum_negative_slope,local_variability,concentration_level_distribution,dynamic_state_distribution,distance_from_previous_gap_hours,distance_to_next_gap_hours,nearby_gap_count,quality_status,confidence_score,confidence_category,confidence_reason_codes,dominant_reason_codes,reason_code_summary,positive_confidence_components,negative_confidence_components,start_transition_reasons,end_transition_reasons,regime_algorithm_version,episode_algorithm_version,parameter_set_identifier,legacy_episode_label,mean_slope_bq_m3_per_hour,regime_confidence_score,regime_confidence_label,algorithm_version,transition_merge_audit
3,16,1,1,QUALITY_AFFECTED,2024-05-17T00:47:00+00:00,2024-05-17T00:47:00+00:00,0.0,1,11.0,11.0,11.0,11.0,11.0,11.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",N/A,0.0,1,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.2,N/A
3,16,2,1,QUALITY_AFFECTED,2024-05-17T02:47:00+00:00,2024-05-17T03:47:00+00:00,1.0,2,5.0,19.0,5.0,19.0,12.0,12.0,14.0,280.0,14.0,14.0,14.0,14.0,3.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 2, ""percent"": 100.0}}",0.0,59.0,2,QUALITY_AFFECTED,0.388,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]","{""INSUFFICIENT_WINDOW"": {""count"": 2, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 2, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 2, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 1, ""percent"": 50.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 50.0}, ""SHORT_SLOPE_POSITIVE"": {""count"": 1, ""percent"": 50.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 2, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 50.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 2, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 2, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 1, ""percent"": 50.0}, ""SHORT_SLOPE_POSITIVE"": {""count"": 1, ""percent"": 50.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,quality affected,14.0,0.388,LOW,episode_analysis_v2.2,N/A
3,16,2,2,STABLE_LOW,2024-05-17T04:47:00+00:00,2024-05-19T14:47:00+00:00,58.0,59,7.0,11.0,2.0,30.0,14.322,14.0,4.0,57.143,-0.136,0.069,20.0,-23.0,3.508,"{""LOW"": {""count"": 59, ""percent"": 100.0}}","{""STABLE"": {""count"": 59, ""percent"": 100.0}}",2.0,0.0,2,OK,0.788,HIGH,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""SLOPE_BELOW_TREND_THRESHOLD""]","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 50, ""percent"": 84.75}, ""LONG_STABLE_DURATION"": {""count"": 59, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 59, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 2, ""percent"": 3.39}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 3, ""percent"": 5.08}, ""REPEATED_SIGN_CHANGES"": {""count"": 2, ""percent"": 3.39}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 34, ""percent"": 57.63}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 50, ""percent"": 84.75}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 7, ""percent"": 11.86}, ""SUFFICIENT_WINDOW"": {""count"": 59, ""percent"": 100.0}}","{""LONG_STABLE_DURATION"": {""count"": 59, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 59, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 34, ""percent"": 57.63}, ""SUFFICIENT_WINDOW"": {""count"": 59, ""percent"": 100.0}}","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 50, ""percent"": 84.75}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 2, ""percent"": 3.39}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 3, ""percent"": 5.08}, ""REPEATED_SIGN_CHANGES"": {""count"": 2, ""percent"": 3.39}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 50, ""percent"": 84.75}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 7, ""percent"": 11.86}}","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]","[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,stable low,0.13,0.788,HIGH,episode_analysis_v2.2,N/A
3,16,3,1,QUALITY_AFFECTED,2024-05-19T16:47:00+00:00,2024-05-19T16:47:00+00:00,0.0,1,11.0,11.0,11.0,11.0,11.0,11.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,1.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.2,N/A
3,16,3,2,UNSTABLE_TRANSITION,2024-05-19T17:47:00+00:00,2024-05-19T17:47:00+00:00,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,-6.0,N/A,-6.0,-6.0,3.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",1.0,0.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.425,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE""]","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 100.0}, ""SHORT_SLOPE_NEGATIVE"": {""count"": 1, ""percent"": 100.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 100.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}, ""SHORT_SLOPE_NEGATIVE"": {""count"": 1, ""percent"": 100.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,unstable transition,-6.0,0.425,LOW,episode_analysis_v2.2,N/A
3,16,4,1,QUALITY_AFFECTED,2024-05-19T19:47:00+00:00,2024-05-19T20:47:00+00:00,1.0,2,14.0,9.0,9.0,14.0,11.5,11.5,-5.0,-35.714,-5.0,-5.0,-5.0,-5.0,1.25,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 2, ""percent"": 100.0}}",0.0,36.0,2,QUALITY_AFFECTED,0.331,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]","{""INSUFFICIENT_WINDOW"": {""count"": 2, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 2, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 2, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 1, ""percent"": 50.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 50.0}, ""SHORT_SLOPE_NEGATIVE"": {""count"": 1, ""percent"": 50.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 2, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 1, ""percent"": 50.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 2, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 2, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 1, ""percent"": 50.0}, ""SHORT_SLOPE_NEGATIVE"": {""count"": 1, ""percent"": 50.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,quality affected,-5.0,0.331,LOW,episode_analysis_v2.2,N/A
3,16,4,2,STABLE_LOW,2024-05-19T21:47:00+00:00,2024-05-21T08:47:00+00:00,33.0,36,18.0,14.0,5.0,37.0,18.667,20.0,1.0,5.556,0.417,0.043,16.0,-14.0,2.833,"{""LOW"": {""count"": 24, ""percent"": 100.0}}","{""STABLE"": {""count"": 24, ""percent"": 100.0}}",2.0,12.0,2,OK,0.768,HIGH,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""SLOPE_BELOW_TREND_THRESHOLD""]","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 20, ""percent"": 83.33}, ""LONG_STABLE_DURATION"": {""count"": 24, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 24, ""percent"": 100.0}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 3, ""percent"": 12.5}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 3, ""percent"": 12.5}, ""REPEATED_SIGN_CHANGES"": {""count"": 3, ""percent"": 12.5}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 15, ""percent"": 62.5}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 20, ""percent"": 83.33}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 1, ""percent"": 4.17}, ""SUFFICIENT_WINDOW"": {""count"": 24, ""percent"": 100.0}}","{""LONG_STABLE_DURATION"": {""count"": 24, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 24, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 15, ""percent"": 62.5}, ""SUFFICIENT_WINDOW"": {""count"": 24, ""percent"": 100.0}}","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 20, ""percent"": 83.33}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 3, ""percent"": 12.5}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 3, ""percent"": 12.5}, ""REPEATED_SIGN_CHANGES"": {""count"": 3, ""percent"": 12.5}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 20, ""percent"": 83.33}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 1, ""percent"": 4.17}}","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,stable low,0.028,0.768,HIGH,episode_analysis_v2.2,"[{""merge_id"": 1, ""original_episode_ids"": [2, 3, 4], ""merge_decision"": ""MERGED_SHORT_TRANSITION"", ""merge_reason"": ""short transition bridged two compatible episode types without a sudden or quality boundary"", ""resulting_episode_id"": 2}]"
3,16,5,1,QUALITY_AFFECTED,2024-05-21T10:47:00+00:00,2024-05-21T10:47:00+00:00,0.0,1,7.0,7.0,7.0,7.0,7.0,7.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,360.967,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","{""LOW_LOCAL_VARIABILITY"": {""count"": 1, ""percent"": 100.0}}","{""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 100.0}}","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.2,N/A
3,16,5,2,STABLE_LOW,2024-05-21T11:47:00+00:00,2024-05-25T08:47:00+00:00,91.0,94,7.0,14.0,0.0,28.0,10.707,10.0,2.0,28.571,0.024,0.025,21.0,-21.0,2.915,"{""LOW"": {""count"": 82, ""percent"": 100.0}}","{""STABLE"": {""count"": 82, ""percent"": 100.0}}",1.0,278.967,2,LOW_CONFIDENCE,0.788,HIGH,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""SLOPE_BELOW_TREND_THRESHOLD""]","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 70, ""percent"": 85.37}, ""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 1.22}, ""LONG_STABLE_DURATION"": {""count"": 82, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 82, ""percent"": 100.0}, ""NEAR_GAP"": {""count"": 1, ""percent"": 1.22}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 3, ""percent"": 3.66}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 1, ""percent"": 1.22}, ""REPEATED_SIGN_CHANGES"": {""count"": 1, ""percent"": 1.22}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 47, ""percent"": 57.32}, ""SHORT_SLOPE_POSITIVE"": {""count"": 2, ""percent"": 2.44}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 70, ""percent"": 85.37}, ""SLOPE_NEAR_THRESHOLD"": {""count"": 1, ""percent"": 1.22}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 9, ""percent"": 10.98}, ""SUFFICIENT_WINDOW"": {""count"": 81, ""percent"": 98.78}}","{""LONG_STABLE_DURATION"": {""count"": 82, ""percent"": 100.0}, ""LOW_LOCAL_VARIABILITY"": {""count"": 82, ""percent"": 100.0}, ""SHORT_MEDIUM_SLOPE_AGREEMENT"": {""count"": 47, ""percent"": 57.32}, ""SUFFICIENT_WINDOW"": {""count"": 81, ""percent"": 98.78}}","{""AMBIGUOUS_BUT_LOW_INSTABILITY"": {""count"": 70, ""percent"": 85.37}, ""INSUFFICIENT_WINDOW"": {""count"": 1, ""percent"": 1.22}, ""NEAR_GAP"": {""count"": 1, ""percent"": 1.22}, ""PERSISTENCE_ADJUSTED_STATE"": {""count"": 3, ""percent"": 3.66}, ""RAW_SMOOTHED_DISAGREEMENT"": {""count"": 1, ""percent"": 1.22}, ""REPEATED_SIGN_CHANGES"": {""count"": 1, ""percent"": 1.22}, ""SHORT_SLOPE_POSITIVE"": {""count"": 2, ""percent"": 2.44}, ""SLOPE_BELOW_TREND_THRESHOLD"": {""count"": 70, ""percent"": 85.37}, ""SLOPE_NEAR_THRESHOLD"": {""count"": 1, ""percent"": 1.22}, ""SLOPE_WITHIN_STABLE_THRESHOLD"": {""count"": 9, ""percent"": 10.98}}","[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]","[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.2,episode_analysis_v2.2,v2.2_low100.0_high200.0_trend8.0_short4_medium7_persist2,stable low,0.079,0.788,HIGH,episode_analysis_v2.2,"[{""merge_id"": 2, ""original_episode_ids"": [2, 3, 4], ""merge_decision"": ""MERGED_SHORT_TRANSITION"", ""merge_reason"": ""short transition bridged two compatible episode types without a sudden or quality boundary"", ""resulting_episode_id"": 2}]"
