campaign_id,campaign_name,analysis_report_id,requested_profile,profile_name,profile_version,algorithm_version,profile_compatibility,warnings,sampling_interval_minutes,campaign_duration_hours,valid_row_count,gap_rate_per_1000_hours,concentration_level_percentages,dynamic_state_percentages,episode_counts_per_1000_hours,maximum_radon,median_absolute_slope,p90_absolute_slope,median_confidence,low_confidence_percent
3,RadonEye Salerno 2024 — pilot regime analysis,16,default_radon_hourly,default_radon_hourly,2026-07-v1,regime_analysis_v2.2,PROFILE_COMPATIBLE_WITH_WARNINGS,['SENSOR_RESOLUTION_UNKNOWN'],60.0,1665.883,1583,15.007,"{'ELEVATED': 4.169, 'HIGH': 6.696, 'LOW': 89.135}","{'FALLING': 2.969, 'QUALITY_AFFECTED': 2.274, 'RISING': 4.296, 'STABLE': 84.144, 'SUDDEN_DROP': 0.253, 'UNSTABLE_TRANSITION': 6.064}","{'ACCUMULATION': 7.203, 'DECLINE': 4.802, 'QUALITY_AFFECTED': 15.607, 'STABLE_ELEVATED': 4.202, 'STABLE_HIGH': 4.802, 'STABLE_LOW': 22.811, 'SUDDEN_DROP_EVENT': 1.801, 'UNSTABLE_TRANSITION': 28.213}",284.0,6.0,18.0,0.817,2.843
